reliability_group,model,horizon,seed,sample_count,Pinball_q05,Pinball_q50,Pinball_q95,Pinball_Loss,PICP,MPIW,PINAW,median_MAE
Medium,UQ_T2_best_environmental_M4_pressure,3,2025,2526,0.33575569599843275,0.39683717711049227,0.5336272134728033,0.42207336219390945,0.952098178939034,13.757809132313973,0.18466857895723454,0.7936743542209845
Medium,UQ_T2_best_environmental_M4_pressure,3,20260623,2526,0.3373402712180892,0.3533716707690217,0.5336143307901057,0.40810875759240545,0.9592240696753761,13.733712135943174,0.18434512934151912,0.7067433415380434
Medium,UQ_T2_best_environmental_M4_pressure,3,20260715,2526,0.33121635893083995,0.4081866006858747,0.5336946602199918,0.42436587327890213,0.9612034837688044,13.624714094027581,0.18288206837620916,0.8163732013717494
Medium,UQ_T2_best_environmental_M4_pressure,3,20260718,2526,0.33635386137007156,0.3661847397720446,0.5336158985008069,0.41205149988097434,0.9560570071258907,13.694290529615051,0.18381598026328927,0.7323694795440892
Medium,UQ_T2_best_environmental_M4_pressure,6,42,2481,0.30973523061922226,0.2606072650711078,0.5138499255336042,0.3613974737413114,0.9625151148730351,13.092551877545715,0.1897471286600828,0.5212145301422156
Medium,UQ_T2_best_environmental_M4_pressure,6,2025,2481,0.30695376132871294,0.2814847057454771,0.5138526413335962,0.36743036946926205,0.9572752922208787,13.199117339940285,0.19129155565130848,0.5629694114909543
Medium,UQ_T2_best_environmental_M4_pressure,6,20260623,2481,0.31177950289786605,0.26865577736193014,0.5139091663522044,0.36478148220400025,0.9604997984683595,13.232954026037337,0.19178194240633822,0.5373115547238603
Medium,UQ_T2_best_environmental_M4_pressure,6,20260715,2481,0.30927240593882155,0.28306181014713283,0.5138747805695728,0.36873633221850904,0.9617089883111648,13.181920151900783,0.19104232104204033,0.5661236202942657
Medium,UQ_T2_best_environmental_M4_pressure,6,20260718,2481,0.31303946961322554,0.26094627188175545,0.5138667417216431,0.36261749440554136,0.9604997984683595,13.199752079580445,0.1913007547765282,0.5218925437635109
Medium,UQ_aux_full_fusion,1,42,2545,0.30738844686032274,0.3630863242158721,0.5249865867299983,0.3984871192687311,0.9634577603143418,13.552556649078788,0.19088107956448996,0.7261726484317442
Medium,UQ_aux_full_fusion,1,2025,2545,0.3009225412155181,0.3286800834191103,0.5249003350008685,0.384834319878499,0.9662082514734774,13.60878791734137,0.19167306925832917,0.6573601668382206
Medium,UQ_aux_full_fusion,1,20260623,2545,0.30537968483795586,0.366838943841181,0.5248959974877263,0.39903820872228773,0.9662082514734774,13.591941418301145,0.1914357946239598,0.733677887682362
Medium,UQ_aux_full_fusion,1,20260715,2545,0.30855328662924775,0.32527390425706426,0.5249367510452725,0.38625464731052817,0.9669941060903733,13.569893397423046,0.19112525911863446,0.6505478085141285
Medium,UQ_aux_full_fusion,1,20260718,2545,0.3029528609989669,0.32519868427269116,0.524907832192532,0.38435312582139664,0.963064833005894,13.514352464956946,0.19034299246418235,0.6503973685453823
Medium,UQ_aux_full_fusion,3,42,2526,0.3245823157937963,0.4408943617240078,0.5336486096053682,0.4330417623743908,0.9679334916864608,14.37584507927853,0.19296436348024873,0.8817887234480156
Medium,UQ_aux_full_fusion,3,2025,2526,0.33108302891867936,0.46744737904504097,0.5337021947756521,0.4440775342464575,0.9663499604117182,14.459619677642557,0.19408885473345713,0.9348947580900819
Medium,UQ_aux_full_fusion,3,20260623,2526,0.3309055009345072,0.46550976427792556,0.5336522180129878,0.4433558277418069,0.9703087885985748,14.400168054932559,0.19329084637493368,0.9310195285558511
Medium,UQ_aux_full_fusion,3,20260715,2526,0.3277916078046495,0.4746835297851079,0.533636364064704,0.44537050055148714,0.9675376088677752,14.339618552231354,0.19247810137223292,0.9493670595702158
