panel,horizon,row_order,row_label,scenario,scenario_label,reliability_group,reliability_definition,column_order,experiment,configuration,sample_count_mean,baseline_sample_count,MAE_traffic_only,MAE_mean,delta_MAE,delta_convention,seed_count,common_vmin,common_vcenter,common_vmax
(c)  6-h forecast,6,8,Elevated AOD — Low,S7_elevated_aod,Elevated AOD,Low,frozen training-defined classification,1,E4_atmospheric,Atmospheric,1552.0,1552.0,2.157409624709296,2.019748383617073,-0.1376612410922231,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,8,Elevated AOD — Low,S7_elevated_aod,Elevated AOD,Low,frozen training-defined classification,2,E5_full_fusion,Full fusion,1552.0,1552.0,2.157409624709296,2.0539052240627327,-0.10350440064656352,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,9,Compound — High,S8_rain_elevated_atmospheric_pollution,Compound,High,frozen training-defined classification,0,E3_meteorology,Meteorology,689.0,689.0,0.9476335175785976,1.0853970952580734,0.13776357767947578,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,9,Compound — High,S8_rain_elevated_atmospheric_pollution,Compound,High,frozen training-defined classification,1,E4_atmospheric,Atmospheric,689.0,689.0,0.9476335175785976,0.9023649506368208,-0.04526856694177683,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,9,Compound — High,S8_rain_elevated_atmospheric_pollution,Compound,High,frozen training-defined classification,2,E5_full_fusion,Full fusion,689.0,689.0,0.9476335175785976,0.996912789310184,0.049279271731586416,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,10,Compound — Medium,S8_rain_elevated_atmospheric_pollution,Compound,Medium,frozen training-defined classification,0,E3_meteorology,Meteorology,377.0,377.0,0.842190888368588,0.8799845957734961,0.03779370740490806,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,10,Compound — Medium,S8_rain_elevated_atmospheric_pollution,Compound,Medium,frozen training-defined classification,1,E4_atmospheric,Atmospheric,377.0,377.0,0.842190888368588,0.7901500469177408,-0.0520408414508472,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,10,Compound — Medium,S8_rain_elevated_atmospheric_pollution,Compound,Medium,frozen training-defined classification,2,E5_full_fusion,Full fusion,377.0,377.0,0.842190888368588,0.8603295202280545,0.018138631859466514,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,11,Compound — Low,S8_rain_elevated_atmospheric_pollution,Compound,Low,frozen training-defined classification,0,E3_meteorology,Meteorology,1015.0,1015.0,2.6852422126055937,2.875097235067333,0.18985502246173924,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,11,Compound — Low,S8_rain_elevated_atmospheric_pollution,Compound,Low,frozen training-defined classification,1,E4_atmospheric,Atmospheric,1015.0,1015.0,2.6852422126055937,2.5690607380984454,-0.11618147450714833,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
(c)  6-h forecast,6,11,Compound — Low,S8_rain_elevated_atmospheric_pollution,Compound,Low,frozen training-defined classification,2,E5_full_fusion,Full fusion,1015.0,1015.0,2.6852422126055937,2.6055296568721777,-0.07971255573341596,environmental configuration minus E1 Traffic-only,5,-0.45,0.0,0.45
