variant,model,horizon,seed,split,sample_count,unique_hours,MAE,RMSE,sMAPE,R2,traffic_only_MAE,delta_MAE_vs_traffic_only,relative_change_vs_traffic_only_percent
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,3,2025,test,13539,269,1.258014054639678,2.746924612104606,1.6797044644191128,0.9707345050894397,1.1733298926467683,0.08468416199290973,7.217421334240562
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,3,20260623,test,13539,269,1.2578629554173566,2.749913530968018,1.678322295468623,0.9706707830793865,1.1734359243629475,0.08442703105440907,7.194856515087868
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,3,20260715,test,13539,269,1.2590097902737842,2.7476330904745407,1.679234998699576,0.970719407009311,1.1768088351301655,0.08220095514361869,6.985072909868707
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,3,20260718,test,13539,269,1.2641189013561278,2.764167496984594,1.6892771076386333,0.970365943569721,1.173111668990652,0.09100723236547581,7.757763797864073
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,6,42,test,13387,266,1.335368733833381,2.8410749067465995,1.7799036006578082,0.9686474005911204,1.2211762180918702,0.1141925157415109,9.351026825591202
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,6,2025,test,13387,266,1.3261675387014653,2.80987376701613,1.7658074267602,0.969332257759756,1.2105098615797245,0.1156576771217408,9.55445971921341
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,6,20260623,test,13387,266,1.322623733289124,2.817065837584182,1.7657383622352787,0.9691750643340241,1.2210236967858117,0.10160003650331229,8.320889821447475
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,6,20260715,test,13387,266,1.3299447362230181,2.8235017603523422,1.7749840305106388,0.9690340569625252,1.2172144128169635,0.1127303234060546,9.261336558212955
R2_current_flag_plus_lag,R2_current_flag_plus_lag_xgboost,6,20260718,test,13387,266,1.3253569622177048,2.8258158627090717,1.7712090157043465,0.9689832776587111,1.212974663518796,0.11238229869890892,9.265016168836695
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,1,42,test,13641,271,1.129329185205258,2.52532774400271,1.4644115753352795,0.975334227843871,0.9980668375849404,0.13126234762031763,13.15165905501259
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,1,2025,test,13641,271,1.1079162816528503,2.50619051659858,1.4399834145455224,0.9757066515229966,0.9971901876580412,0.11072609399480904,11.10380901910554
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,1,20260623,test,13641,271,1.1288796729240775,2.529110285761683,1.4642858454430328,0.9752602816503674,1.0032477383948817,0.12563193452919585,12.522523572312974
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,1,20260715,test,13641,271,1.165862672166927,2.54912287078383,1.5090205217229957,0.9748672069951757,1.0009857405928273,0.16487693157409966,16.47145657404194
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,1,20260718,test,13641,271,1.1541993967375122,2.5544161915965526,1.495318694453637,0.9747627208096455,0.9977285930774394,0.1564708036600727,15.682702164267646
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,3,42,test,13539,269,1.3032696285220096,2.754936394415521,1.7291511813240474,0.9705635424765042,1.178476248725019,0.12479337979699046,10.589384379363018
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,3,2025,test,13539,269,1.3179850680045573,2.7685007262781074,1.750940523746735,0.9702729594701591,1.1733298926467683,0.14465517535778893,12.328602234063892
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,3,20260623,test,13539,269,1.3136141094178928,2.773606174149877,1.747696155364394,0.9701632179083911,1.1734359243629475,0.14017818505494528,11.945959906677249
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,3,20260715,test,13539,269,1.3265507810456332,2.788369379871108,1.7627156935874535,0.9698447452603474,1.1768088351301655,0.14974194591546763,12.724407010328473
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,3,20260718,test,13539,269,1.3035830440756506,2.7734719438186435,1.7357959009807296,0.970166105776372,1.173111668990652,0.13047137508499862,11.121820584843086
R3_current_flag_lag_cumulative,R3_current_flag_lag_cumulative_xgboost,6,42,test,13387,266,1.418282137776492,2.897780846200279,1.8700473645761682,0.967383357021835,1.2211762180918702,0.19710591968462188,16.140661500320295
