file,size_bytes,sha256,pixel_width,pixel_height,dpi
Figure2_spatiotemporal_traffic_environmental_dynamics_full_period.png,427696,4fa615523c9f06352d945dc7a955c4e722953883b9449752663cb85757f7d979,4248,3420,"(599.9988, 599.9988)"
Figure2_spatiotemporal_traffic_environmental_dynamics_full_period_preview.png,134614,9156e641394efed9003c641d9198f5eb969be518ba3f48060120bb89c65e65fc,1416,1140,"(199.9996, 199.9996)"
