scenario,reliability_group,experiment,model,horizon,seed_count,sample_count_mean,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,R2_mean,R2_std
S2_rain,Low,E5_full_fusion,E5_full_fusion_xgboost,3,5,2769.0,1.8925404422934968,0.0243674430609854,3.528903225426504,0.0217440476994059,2.8022512465278497,0.0257399782915381,0.9702234479889158,0.0003684093040009
S2_rain,Low,E5_full_fusion,E5_full_fusion_xgboost,6,5,2911.0,2.204474836546272,0.0123980363002362,3.886679422954547,0.0194228646496,3.136706176009586,0.0116732185660762,0.9620384145925152,0.0003795763490483
S7_elevated_aod,High,E1_traffic_only,E1_traffic_only_xgboost,1,5,1564.0,0.8980971067254604,0.0069831200477178,2.728753379117512,0.0106649063646441,1.010987034756753,0.0077427595164004,0.8645578965914036,0.0010576434872183
S7_elevated_aod,High,E1_traffic_only,E1_traffic_only_xgboost,3,5,1509.0,1.122960942603116,0.0079687151116754,2.947968251127583,0.0108783333063845,1.2312745455240317,0.0088259222656182,0.8554947276311251,0.0010679295293014
S7_elevated_aod,High,E1_traffic_only,E1_traffic_only_xgboost,6,5,1393.0,0.91594770714038,0.0036905915788051,2.8069820663522598,0.0083742669903219,1.0038659598176074,0.0036467237614753,0.8710749328121554,0.0007698494605097
S7_elevated_aod,High,E3_meteorology,E3_meteorology_aware_xgboost,1,5,1564.0,0.8376174562524141,0.0092060545865535,2.666099625197478,0.01185651488615,0.946830129209004,0.010422016103447,0.8707056853465875,0.0011482850302741
S7_elevated_aod,High,E3_meteorology,E3_meteorology_aware_xgboost,3,5,1509.0,1.1093426285818075,0.0174289469983147,2.889371849014301,0.0091119556317487,1.2164975864993266,0.0184793229439873,0.8611826697864997,0.000875065261981
S7_elevated_aod,High,E3_meteorology,E3_meteorology_aware_xgboost,6,5,1393.0,1.0219624503145497,0.0173568522507124,2.675774452532758,0.0192450201232645,1.115938455227697,0.0191213353433019,0.8828419927172003,0.0016846270515093
S7_elevated_aod,High,E4_atmospheric,E4_atmospheric_context_xgboost,1,5,1564.0,1.0570175409926783,0.0463717734735533,2.672687853619787,0.0524381764682698,1.1676544590449247,0.0488157628467055,0.870027936971713,0.005144478498682
S7_elevated_aod,High,E4_atmospheric,E4_atmospheric_context_xgboost,3,5,1509.0,1.079582066385325,0.0407198377235192,2.747827996346213,0.0323201593188008,1.1723425116143444,0.0411310119377589,0.8744373393135229,0.002958438669572
S7_elevated_aod,High,E4_atmospheric,E4_atmospheric_context_xgboost,6,5,1393.0,0.9204413106151104,0.0232446618918499,2.6928035497915133,0.0149402560467861,1.006520329794393,0.0242071498377968,0.8813480075914413,0.0013153507318038
S7_elevated_aod,High,E5_full_fusion,E5_full_fusion_xgboost,1,5,1564.0,0.9509230586878784,0.0308020052522018,2.6559861145959047,0.004067458115901,1.0599679917414568,0.0317906988010319,0.8716865373739472,0.0003930272254299
S7_elevated_aod,High,E5_full_fusion,E5_full_fusion_xgboost,3,5,1509.0,1.0707105406973307,0.0174907928290243,2.7544505274767945,0.0150303809579005,1.163567708364311,0.0173466817366389,0.8738423309768797,0.0013753345308805
S7_elevated_aod,High,E5_full_fusion,E5_full_fusion_xgboost,6,5,1393.0,0.9575039277780736,0.0125305631072591,2.5636937237222166,0.0224680776934985,1.0476095100122138,0.0125141688317733,0.8924491212695168,0.0018884015732238
S7_elevated_aod,Medium,E1_traffic_only,E1_traffic_only_xgboost,1,5,591.0,0.7449498679499402,0.0067826506846869,1.7395979825306884,0.0132520983506659,0.9699469366643424,0.0079701633158366,0.9890523112510128,0.0001668303874326
