model,horizon,seed,scenario,feature_group,repetition,sample_count,encoded_columns_permuted,baseline_MAE,permuted_MAE,delta_MAE,importance_convention
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,3,3548,15,1.2351190731875747,1.2400428569124229,0.004923783724848141,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,4,3548,15,1.2351190731875747,1.231843579796551,-0.0032754933910237316,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,5,3548,15,1.2351190731875747,1.2389945502211304,0.003875477033555619,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,6,3548,15,1.2351190731875747,1.243606678340185,0.008487605152610156,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,7,3548,15,1.2351190731875747,1.232487906893587,-0.002631166293987741,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,8,3548,15,1.2351190731875747,1.2368864940369502,0.0017674208493754229,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,9,3548,15,1.2351190731875747,1.2394607627808445,0.004341689593269749,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Rainfall,10,3548,15,1.2351190731875747,1.2302836361884713,-0.004835436999103493,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,1,3548,15,1.2351190731875747,1.2880464211929474,0.05292734800537269,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,2,3548,15,1.2351190731875747,1.2879280286729446,0.0528089554853699,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,3,3548,15,1.2351190731875747,1.2868020636477178,0.05168299046014302,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,4,3548,15,1.2351190731875747,1.2880731477275105,0.052954074539935725,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,5,3548,15,1.2351190731875747,1.288946537073731,0.053827463886156224,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,6,3548,15,1.2351190731875747,1.298103609769607,0.06298453658203229,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,7,3548,15,1.2351190731875747,1.2950046703449007,0.059885597157326,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,8,3548,15,1.2351190731875747,1.2950198176748455,0.059900744487270785,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,9,3548,15,1.2351190731875747,1.2907878343165706,0.05566876112899588,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Meteorology,10,3548,15,1.2351190731875747,1.2892647575140446,0.05414568432646982,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,1,3548,28,1.2351190731875747,1.3391116469482514,0.10399257376067661,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,2,3548,28,1.2351190731875747,1.3400521599856683,0.10493308679809354,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,3,3548,28,1.2351190731875747,1.3334390876795823,0.09832001449200756,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,4,3548,28,1.2351190731875747,1.3434516042302937,0.108332531042719,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,5,3548,28,1.2351190731875747,1.3287967830974774,0.09367770990990265,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,6,3548,28,1.2351190731875747,1.3411596349825854,0.10604056179501065,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,7,3548,28,1.2351190731875747,1.3311715180871182,0.09605244489954345,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,8,3548,28,1.2351190731875747,1.338596022877197,0.10347694968962218,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,9,3548,28,1.2351190731875747,1.3292092958727713,0.09409022268519651,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Atmospheric,10,3548,28,1.2351190731875747,1.3438497643684006,0.1087306911808259,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,1,3548,16,1.2351190731875747,1.4721260561794323,0.23700698299185752,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,2,3548,16,1.2351190731875747,1.4637450338977926,0.2286259607102179,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,3,3548,16,1.2351190731875747,1.4637487791391837,0.22862970595160892,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,4,3548,16,1.2351190731875747,1.4627828472586157,0.227663774071041,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,5,3548,16,1.2351190731875747,1.4688903468123773,0.23377127362480254,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,6,3548,16,1.2351190731875747,1.4676019768928144,0.2324829037052396,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,7,3548,16,1.2351190731875747,1.4655076606432238,0.23038858745564905,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,8,3548,16,1.2351190731875747,1.4600876371289768,0.22496856394140208,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,9,3548,16,1.2351190731875747,1.462227304122449,0.2271082309348742,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Elevated_AOD,Road,10,3548,16,1.2351190731875747,1.4545135503781106,0.21939447719053584,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,1,1917,60,1.034447290204625,17.11479296550774,16.080345675303114,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,2,1917,60,1.034447290204625,17.439620880938843,16.40517359073422,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,3,1917,60,1.034447290204625,17.06142497134818,16.026977681143556,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,4,1917,60,1.034447290204625,17.120631074383038,16.086183784178413,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,5,1917,60,1.034447290204625,17.05155192789586,16.017104637691236,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,6,1917,60,1.034447290204625,16.988052231654812,15.953604941450187,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,7,1917,60,1.034447290204625,17.395112020711114,16.36066473050649,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,8,1917,60,1.034447290204625,17.277573865725667,16.243126575521043,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,9,1917,60,1.034447290204625,16.96075165943775,15.926304369233126,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Traffic,10,1917,60,1.034447290204625,17.078750541897946,16.04430325169332,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,1,1917,8,1.034447290204625,1.145038305052756,0.11059101484813105,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,2,1917,8,1.034447290204625,1.1335109074578826,0.09906361725325774,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,3,1917,8,1.034447290204625,1.148689256222678,0.11424196601805314,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,4,1917,8,1.034447290204625,1.144521776072317,0.11007448586769208,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,5,1917,8,1.034447290204625,1.1480332715680053,0.11358598136338038,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,6,1917,8,1.034447290204625,1.1356734375148583,0.10122614731023338,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,7,1917,8,1.034447290204625,1.141296168622339,0.10684887841771418,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,8,1917,8,1.034447290204625,1.1445040564022153,0.11005676619759042,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,9,1917,8,1.034447290204625,1.1448088414937263,0.11036155128910141,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Reliability,10,1917,8,1.034447290204625,1.1410565842754674,0.10660929407084252,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,1,1917,9,1.034447290204625,1.7903263250572168,0.7558790348525919,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,2,1917,9,1.034447290204625,1.8453066705641716,0.8108593803595467,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,3,1917,9,1.034447290204625,1.7954656004967886,0.7610183102921637,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,4,1917,9,1.034447290204625,1.8368434705022851,0.8023961802976602,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,5,1917,9,1.034447290204625,1.7655138154047259,0.731066525200101,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,6,1917,9,1.034447290204625,1.8294893876674216,0.7950420974627967,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,7,1917,9,1.034447290204625,1.820988815777241,0.786541525572616,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,8,1917,9,1.034447290204625,1.7957295364223342,0.7612822462177093,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,9,1917,9,1.034447290204625,1.8413768313943024,0.8069295411896775,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Calendar,10,1917,9,1.034447290204625,1.7785207217433228,0.7440734315386979,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,1,1917,15,1.034447290204625,1.0431178490113557,0.008670558806730844,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,2,1917,15,1.034447290204625,1.0355097414327485,0.001062451228123651,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,3,1917,15,1.034447290204625,1.0287350964533766,-0.005712193751248318,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,4,1917,15,1.034447290204625,1.0362058895232469,0.0017585993186219895,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,5,1917,15,1.034447290204625,1.0274730233312006,-0.006974266873424284,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,6,1917,15,1.034447290204625,1.0322647394542797,-0.0021825507503452357,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,7,1917,15,1.034447290204625,1.0341354302459542,-0.0003118599586706683,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,8,1917,15,1.034447290204625,1.0312801117649122,-0.0031671784397127034,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,9,1917,15,1.034447290204625,1.0321293923237536,-0.0023178978808713335,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Rainfall,10,1917,15,1.034447290204625,1.0343205727404914,-0.00012671746413350782,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,1,1917,15,1.034447290204625,1.0948441138124074,0.060396823607782535,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,2,1917,15,1.034447290204625,1.0923110785473535,0.05786378834272865,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,3,1917,15,1.034447290204625,1.0907940933049771,0.05634680310035223,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,4,1917,15,1.034447290204625,1.0922664722594526,0.05781918205482772,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,5,1917,15,1.034447290204625,1.0929699558980404,0.058522665693415465,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,6,1917,15,1.034447290204625,1.0909684444050067,0.05652115420038184,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,7,1917,15,1.034447290204625,1.0891573175474407,0.054710027342815826,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,8,1917,15,1.034447290204625,1.083316837603311,0.04886954739868621,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,9,1917,15,1.034447290204625,1.0878856728583126,0.05343838265368772,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Meteorology,10,1917,15,1.034447290204625,1.093402009664505,0.05895471945988007,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,1,1917,28,1.034447290204625,1.1202276944575196,0.08578040425289468,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,2,1917,28,1.034447290204625,1.1047680630101016,0.07032077280547666,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,3,1917,28,1.034447290204625,1.108824878467765,0.07437758826314012,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,4,1917,28,1.034447290204625,1.1175270035461309,0.08307971334150599,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,5,1917,28,1.034447290204625,1.1143962885976524,0.07994899839302749,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,6,1917,28,1.034447290204625,1.111122662791831,0.07667537258720603,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,7,1917,28,1.034447290204625,1.1163731839838826,0.08192589377925774,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,8,1917,28,1.034447290204625,1.108558229735946,0.07411093953132109,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,9,1917,28,1.034447290204625,1.115594991048177,0.08114770084355216,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Atmospheric,10,1917,28,1.034447290204625,1.1109403493155232,0.07649305911089832,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,1,1917,16,1.034447290204625,1.2829823067614856,0.24853501655686072,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,2,1917,16,1.034447290204625,1.2845636052393827,0.25011631503475784,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,3,1917,16,1.034447290204625,1.2790319207605538,0.24458463055592894,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,4,1917,16,1.034447290204625,1.271334617454225,0.23688732724960015,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,5,1917,16,1.034447290204625,1.269265798277864,0.234818508073239,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,6,1917,16,1.034447290204625,1.2581776204554438,0.2237303302508189,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,7,1917,16,1.034447290204625,1.2614377570512958,0.2269904668466709,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,8,1917,16,1.034447290204625,1.2710150581881223,0.23656776798349743,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,9,1917,16,1.034447290204625,1.2728529993626703,0.23840570915804538,positive delta means the group was useful
E5_full_fusion_xgboost,1,20260718,Rain_elevated_pollution,Road,10,1917,16,1.034447290204625,1.2682784987747968,0.23383120857017192,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,1,13539,60,1.4073290782931942,14.585885578849295,13.1785565005561,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,2,13539,60,1.4073290782931942,14.346687558397168,12.939358480103973,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,3,13539,60,1.4073290782931942,14.329005080102704,12.921676001809509,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,4,13539,60,1.4073290782931942,14.507167322187131,13.099838243893936,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,5,13539,60,1.4073290782931942,14.534158298484826,13.126829220191631,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,6,13539,60,1.4073290782931942,14.460214637868862,13.052885559575667,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,7,13539,60,1.4073290782931942,14.465302293798457,13.057973215505262,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,8,13539,60,1.4073290782931942,14.38718773558951,12.979858657296315,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,9,13539,60,1.4073290782931942,14.325633164535969,12.918304086242774,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Traffic,10,13539,60,1.4073290782931942,14.409960812043353,13.002631733750158,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,1,13539,8,1.4073290782931942,1.4956336767349414,0.0883045984417472,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,2,13539,8,1.4073290782931942,1.4957196342606696,0.08839055596747536,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,3,13539,8,1.4073290782931942,1.498472052477257,0.09114297418406281,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,4,13539,8,1.4073290782931942,1.4978894222503805,0.09056034395718626,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,5,13539,8,1.4073290782931942,1.4987532282649265,0.09142414997173232,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,6,13539,8,1.4073290782931942,1.49650670301469,0.08917762472149571,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,7,13539,8,1.4073290782931942,1.4991854525024495,0.0918563742092553,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,8,13539,8,1.4073290782931942,1.4960146793097153,0.08868560101652112,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,9,13539,8,1.4073290782931942,1.4986216635384364,0.0912925852452422,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Reliability,10,13539,8,1.4073290782931942,1.5020887997418264,0.0947597214486322,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,1,13539,9,1.4073290782931942,2.1974807092345565,0.7901516309413623,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,2,13539,9,1.4073290782931942,2.1914781005748174,0.7841490222816232,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,3,13539,9,1.4073290782931942,2.1649384133228833,0.7576093350296891,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,4,13539,9,1.4073290782931942,2.2216856572189947,0.8143565789258005,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,5,13539,9,1.4073290782931942,2.1782169152606925,0.7708878369674983,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,6,13539,9,1.4073290782931942,2.1747744131901827,0.7674453348969885,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,7,13539,9,1.4073290782931942,2.1796701583000133,0.7723410800068191,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,8,13539,9,1.4073290782931942,2.175183494837042,0.7678544165438479,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,9,13539,9,1.4073290782931942,2.197326892849308,0.789997814556114,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Calendar,10,13539,9,1.4073290782931942,2.147821419507358,0.740492341214164,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,1,13539,15,1.4073290782931942,1.4230135241753916,0.015684445882197418,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,2,13539,15,1.4073290782931942,1.4183438764739742,0.011014798180779994,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,3,13539,15,1.4073290782931942,1.416927549282962,0.009598470989767849,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,4,13539,15,1.4073290782931942,1.4177086913891195,0.010379613095925277,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,5,13539,15,1.4073290782931942,1.4148483521682926,0.007519273875098431,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,6,13539,15,1.4073290782931942,1.4130923460824605,0.00576326778926628,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,7,13539,15,1.4073290782931942,1.4222436786710497,0.014914600377855525,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,8,13539,15,1.4073290782931942,1.4176000478868338,0.0102709695936396,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,9,13539,15,1.4073290782931942,1.415632678420111,0.008303600126916777,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Rainfall,10,13539,15,1.4073290782931942,1.4176685747527495,0.010339496459555342,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,1,13539,15,1.4073290782931942,1.45830251147729,0.05097343318409586,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,2,13539,15,1.4073290782931942,1.4603467629145264,0.05301768462133216,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,3,13539,15,1.4073290782931942,1.4622957073098684,0.05496662901667415,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,4,13539,15,1.4073290782931942,1.4572141591973775,0.04988508090418331,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,5,13539,15,1.4073290782931942,1.459206877424636,0.05187779913144186,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,6,13539,15,1.4073290782931942,1.4637139929131298,0.056384914619935556,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,7,13539,15,1.4073290782931942,1.4562801173716107,0.04895103907841647,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,8,13539,15,1.4073290782931942,1.461660317857846,0.0543312395646518,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,9,13539,15,1.4073290782931942,1.459665420152419,0.052336341859224866,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Meteorology,10,13539,15,1.4073290782931942,1.4569426887839607,0.04961361049076651,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,1,13539,28,1.4073290782931942,1.6329010872127452,0.22557200891955098,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,2,13539,28,1.4073290782931942,1.6414934503523506,0.2341643720591564,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,3,13539,28,1.4073290782931942,1.643973176667236,0.23664409837404188,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,4,13539,28,1.4073290782931942,1.6466415707879605,0.23931249249476627,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,5,13539,28,1.4073290782931942,1.6173166288313916,0.2099875505381974,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,6,13539,28,1.4073290782931942,1.6506444302948733,0.24331535200167909,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,7,13539,28,1.4073290782931942,1.6258364374001244,0.2185073591069302,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,8,13539,28,1.4073290782931942,1.638480478159906,0.23115139986671185,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,9,13539,28,1.4073290782931942,1.6344017367291714,0.22707265843597724,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Atmospheric,10,13539,28,1.4073290782931942,1.620509334246482,0.21318025595328782,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,1,13539,16,1.4073290782931942,1.734574697283988,0.32724561899079374,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,2,13539,16,1.4073290782931942,1.7225432974497947,0.31521421915660053,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,3,13539,16,1.4073290782931942,1.7221926948668893,0.3148636165736951,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,4,13539,16,1.4073290782931942,1.7209311158101135,0.3136020375169193,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,5,13539,16,1.4073290782931942,1.7320612443568513,0.32473216606365707,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,6,13539,16,1.4073290782931942,1.723129804829896,0.31580072653670177,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,7,13539,16,1.4073290782931942,1.7372041025257305,0.32987502423253634,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,8,13539,16,1.4073290782931942,1.717055122726181,0.3097260444329868,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,9,13539,16,1.4073290782931942,1.72500830889658,0.31767923060338576,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Overall_test,Road,10,13539,16,1.4073290782931942,1.7307150411198464,0.3233859628266522,positive delta means the group was useful
E5_full_fusion_xgboost,3,42,Rain,Traffic,1,8217,60,1.4500157821783406,14.308699605024966,12.858683822846626,positive delta means the group was useful
