MAE_mean,MAE_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Pinball_Loss_mean,Pinball_Loss_std,R2_mean,R2_std,RMSE_mean,RMSE_std,delta_MAE,experiment,horizon,item,median_MAE_mean,median_MAE_std,model,relative_change_percent,sMAPE_mean,sMAPE_std,sample_count_per_seed,section,seed_count,split,variant
1.2643285862712823,0.0040478242285889,,,,,,,,,0.9693190520110644,0.0001321416615804,2.810473465723169,0.0060515048991042,,,6,M5_cloud_boundary_layer_radiation,,,M5_cloud_boundary_layer_radiation_xgboost,,1.702229796493159,0.0050592041257201,13387.0,meteorology_ablation,5.0,test,M5_cloud_boundary_layer_radiation
1.035271381659408,0.002653662697097,,,,,,,,,0.97616269657347,0.0001027584217641,2.4825508186313288,0.0053514899869966,,,1,M6_temperature_humidity,,,M6_temperature_humidity_xgboost,,1.35968021860261,0.0032359693984374,13641.0,meteorology_ablation,5.0,test,M6_temperature_humidity
1.2041573473773066,0.0024474072886328,,,,,,,,,0.9713804134101464,7.306226125233311e-05,2.7164405122661,0.003469598798006,,,3,M6_temperature_humidity,,,M6_temperature_humidity_xgboost,,1.6248996322932563,0.0019288786868047,13539.0,meteorology_ablation,5.0,test,M6_temperature_humidity
1.2898897975686925,0.0100002733561241,,,,,,,,,0.9695243468117754,0.0003519758584304,2.801022903837603,0.0161274377601398,,,6,M6_temperature_humidity,,,M6_temperature_humidity_xgboost,,1.7317316544279044,0.013164068472978,13387.0,meteorology_ablation,5.0,test,M6_temperature_humidity
1.030629519171354,0.0053016768963014,,,,,,,,,0.9763781236806052,0.0001474403568934,2.4713024229690435,0.0077148738236086,,,1,M7_wind_boundary_layer,,,M7_wind_boundary_layer_xgboost,,1.35657799389079,0.0066112644917008,13641.0,meteorology_ablation,5.0,test,M7_wind_boundary_layer
1.2406465968009854,0.0039838545877528,,,,,,,,,0.9705824532033656,0.0001582505613165,2.754043358442794,0.007409258159756,,,3,M7_wind_boundary_layer,,,M7_wind_boundary_layer_xgboost,,1.665137513704572,0.0055620169255564,13539.0,meteorology_ablation,5.0,test,M7_wind_boundary_layer
1.30069362894656,0.0070054569705069,,,,,,,,,0.9692877421854976,0.0001216943686407,2.81190793961999,0.0055713253399493,,,6,M7_wind_boundary_layer,,,M7_wind_boundary_layer_xgboost,,1.7414278707165824,0.0086756835147683,13387.0,meteorology_ablation,5.0,test,M7_wind_boundary_layer
1.031562440412309,0.0032143283049511,,,,,,,,,0.9762313604453436,8.961751158423466e-05,2.4789738071725425,0.0046704819077214,,,1,M8_full_meteorology,,,M8_full_meteorology_xgboost_frozen_anchor,,1.356245333855831,0.0036725818357711,13641.0,meteorology_ablation,5.0,test,M8_full_meteorology
1.234444804273416,0.0018044674138611,,,,,,,,,0.971052477970768,3.772165586118539e-05,2.731960570100557,0.0017800168127573,,,3,M8_full_meteorology,,,M8_full_meteorology_xgboost_frozen_anchor,,1.6553487277049777,0.0026517594661009,13539.0,meteorology_ablation,5.0,test,M8_full_meteorology
1.3326388245776326,0.00760331128588,,,,,,,,,0.9689142225231032,0.000253953752671,2.8289409057731687,0.0115564911591814,,,6,M8_full_meteorology,,,M8_full_meteorology_xgboost_frozen_anchor,,1.7739407583644762,0.0095783240424373,13387.0,meteorology_ablation,5.0,test,M8_full_meteorology
