variant,model,horizon,seed,split,sample_count,unique_hours,MAE,RMSE,sMAPE,R2
M1_temperature,M1_temperature_xgboost,1,2025,test,13641,271,1.0053344726376066,2.4753643979581286,1.3271305947979657,0.9763005920816162
M1_temperature,M1_temperature_xgboost,1,20260623,test,13641,271,1.0072548244634694,2.4798894591247045,1.3279594433334942,0.9762138660293946
M1_temperature,M1_temperature_xgboost,1,20260715,test,13641,271,1.0119663603840705,2.4831558917697056,1.3338962691046607,0.976151164062214
M1_temperature,M1_temperature_xgboost,1,20260718,test,13641,271,1.004089316261906,2.4780432135290207,1.3250029830728225,0.9762492697832424
M1_temperature,M1_temperature_xgboost,3,42,test,13539,269,1.173947905874277,2.713479457699233,1.5948719080411196,0.9714428102054268
M1_temperature,M1_temperature_xgboost,3,2025,test,13539,269,1.173161581351098,2.7055776555105444,1.5894750127073298,0.9716088882693614
M1_temperature,M1_temperature_xgboost,3,20260623,test,13539,269,1.1780777985474928,2.7200808600582023,1.5989047304492552,0.9713036922814288
M1_temperature,M1_temperature_xgboost,3,20260715,test,13539,269,1.1831165901933742,2.719023345008455,1.6065350110225716,0.9713260010874711
M1_temperature,M1_temperature_xgboost,3,20260718,test,13539,269,1.176291434752007,2.711923452536511,1.5977904708935107,0.9714755522217982
M1_temperature,M1_temperature_xgboost,6,42,test,13387,266,1.2694035856910373,2.813347755046679,1.7134499468751274,0.9692563787429089
M1_temperature,M1_temperature_xgboost,6,2025,test,13387,266,1.2628626293147132,2.7886998607757474,1.7008678752527988,0.9697927120932317
M1_temperature,M1_temperature_xgboost,6,20260623,test,13387,266,1.2528462330636825,2.7709852441795073,1.6919201456667692,0.970175263793311
M1_temperature,M1_temperature_xgboost,6,20260715,test,13387,266,1.2577966984279874,2.7827065201204593,1.694978569347188,0.9699224126932993
M1_temperature,M1_temperature_xgboost,6,20260718,test,13387,266,1.2597275474234697,2.790586720948846,1.69904760896072,0.9697518212023792
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,1,42,test,13641,271,1.0358852859734584,2.465043490694068,1.358377281383724,0.976497807060643
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,1,2025,test,13641,271,1.0354091188551826,2.471793771165552,1.357329909823854,0.9763689139084929
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,1,20260623,test,13641,271,1.0316256582953989,2.463318776963512,1.3533816211501115,0.9765306830521899
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,1,20260715,test,13641,271,1.041146021034001,2.4643167503623156,1.3646003986698991,0.9765116627786534
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,1,20260718,test,13641,271,1.038208735609347,2.4682868482322724,1.3622656192416112,0.9764359208004215
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,3,42,test,13539,269,1.2096471243507854,2.7088039957547605,1.6272648714867892,0.9715411363781765
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,3,2025,test,13539,269,1.2060846089383455,2.7121233067593216,1.627165737969157,0.9714713478690586
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,3,20260623,test,13539,269,1.208563602273854,2.7093119820832268,1.626736843737112,0.9715304615052721
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,3,20260715,test,13539,269,1.2053508132200876,2.7222549679060304,1.6298703400987837,0.971257801145002
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,3,20260718,test,13539,269,1.2026947120286884,2.7051349483567577,1.6224850315069186,0.9716181786476495
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,6,42,test,13387,266,1.2924252114054102,2.8163390550344194,1.737675197523634,0.9691909675018747
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,6,2025,test,13387,266,1.2891418446392917,2.7967293230716126,1.7318795114183267,0.9696185108709616
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,6,20260623,test,13387,266,1.3016826704012017,2.8017125099390734,1.7468064807139245,0.9695101474945221
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,6,20260715,test,13387,266,1.2971633408661547,2.8087360589419865,1.7427365977094929,0.9693570872554881
M2_humidity_dew_point,M2_humidity_dew_point_xgboost,6,20260718,test,13387,266,1.299929763578519,2.8271462112227588,1.749197384364968,0.9689540664393955
M3_wind,M3_wind_xgboost,1,42,test,13641,271,1.0234724249456546,2.463367593752969,1.3470308222593,0.9765297528371749
M3_wind,M3_wind_xgboost,1,2025,test,13641,271,1.014328677257572,2.45417328447918,1.3371045388184728,0.9767046272633516
M3_wind,M3_wind_xgboost,1,20260623,test,13641,271,1.0184492053924539,2.450821860869996,1.3413952163533531,0.9767682082293586
M3_wind,M3_wind_xgboost,1,20260715,test,13641,271,1.0280648248774698,2.4686454153850126,1.3555156766288494,0.9764290740123301
M3_wind,M3_wind_xgboost,1,20260718,test,13641,271,1.0230950472353315,2.465271173450473,1.3499603766850043,0.976493465318833
M3_wind,M3_wind_xgboost,3,42,test,13539,269,1.231335377953214,2.7617905068122117,1.656132395135743,0.9704168880760213
M3_wind,M3_wind_xgboost,3,2025,test,13539,269,1.2246661547547115,2.747100422101499,1.6448458244843227,0.9707307588408545
M3_wind,M3_wind_xgboost,3,20260623,test,13539,269,1.2338171963079243,2.740223959347565,1.6613325805373853,0.9708771072887349
M3_wind,M3_wind_xgboost,3,20260715,test,13539,269,1.2333020903644656,2.7472173601914944,1.6630501961236166,0.9707282669319475
M3_wind,M3_wind_xgboost,3,20260718,test,13539,269,1.2370937340556043,2.7511298392965733,1.6618988251325393,0.97064483225605
M3_wind,M3_wind_xgboost,6,42,test,13387,266,1.2925602265745486,2.7998877655119507,1.7345446094370542,0.9695498504051024
M3_wind,M3_wind_xgboost,6,2025,test,13387,266,1.2848116387349937,2.78661116970967,1.7238424029096513,0.969837944687238
M3_wind,M3_wind_xgboost,6,20260623,test,13387,266,1.3009599847856033,2.7944648243845562,1.7463463547028422,0.9696676904527147
M3_wind,M3_wind_xgboost,6,20260715,test,13387,266,1.2976382250353764,2.8020936946269823,1.7419971646619798,0.9695018503865931
M3_wind,M3_wind_xgboost,6,20260718,test,13387,266,1.2998609682332323,2.8097021130094166,1.7438580808437774,0.9693360046042576
M4_pressure,M4_pressure_xgboost,1,42,test,13641,271,0.995394907453742,2.467113838638892,1.3160789080575384,0.9764583123008731
M4_pressure,M4_pressure_xgboost,1,2025,test,13641,271,0.9867879840847195,2.452923409745937,1.306508104115009,0.9767283492097324
M4_pressure,M4_pressure_xgboost,1,20260623,test,13641,271,0.9896364293926796,2.462280930101325,1.3085857987672396,0.9765504550979437
M4_pressure,M4_pressure_xgboost,1,20260715,test,13641,271,0.9963493958667957,2.4692943962193943,1.316872851363375,0.9764166792878066
M4_pressure,M4_pressure_xgboost,1,20260718,test,13641,271,0.9907703440207363,2.4686070671066886,1.3118837199371491,0.9764298063146719
M4_pressure,M4_pressure_xgboost,3,42,test,13539,269,1.1692023191088796,2.702681310169183,1.5875674180512525,0.9716696416170261
M4_pressure,M4_pressure_xgboost,3,2025,test,13539,269,1.171184050534663,2.711742943146776,1.5924790285862678,0.9714793493491073
M4_pressure,M4_pressure_xgboost,3,20260623,test,13539,269,1.16469745466463,2.7102801501183267,1.5834248322925144,0.9715101107873219
M4_pressure,M4_pressure_xgboost,3,20260715,test,13539,269,1.1703744318735496,2.7188381605638368,1.5919385733724947,0.9713299067529007
M4_pressure,M4_pressure_xgboost,3,20260718,test,13539,269,1.1727446460317679,2.7151250556426256,1.593455383453302,0.971408162511755
M4_pressure,M4_pressure_xgboost,6,42,test,13387,266,1.2284936052273328,2.762605714816325,1.6659211727013734,0.9703553725652903
M4_pressure,M4_pressure_xgboost,6,2025,test,13387,266,1.2229174197086707,2.7561609783306333,1.656662577401204,0.9704935239950693
M4_pressure,M4_pressure_xgboost,6,20260623,test,13387,266,1.2267251330036313,2.7709692707797604,1.6636097198701172,0.9701756076428942
M4_pressure,M4_pressure_xgboost,6,20260715,test,13387,266,1.226924331990648,2.772457666123863,1.6673896025374244,0.9701435593563098
M4_pressure,M4_pressure_xgboost,6,20260718,test,13387,266,1.2167561909368867,2.759911326692975,1.6510584801502173,0.9704131695797257
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,1,42,test,13641,271,1.0213875621539028,2.4564930031662464,1.3434753465096554,0.9766605682306242
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,1,2025,test,13641,271,1.0157616890773358,2.4525002094329404,1.3374556195008844,0.9767363785842147
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,1,20260623,test,13641,271,1.0177721209479802,2.449673888202325,1.3373933603153756,0.9767899668209311
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,1,20260715,test,13641,271,1.0268531724183938,2.4626380205318723,1.3499881868190031,0.9765436530997063
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,1,20260718,test,13641,271,1.0178372069187935,2.455725724913807,1.3392052472029237,0.9766751459572189
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,3,42,test,13539,269,1.196671639303045,2.708048834160007,1.6140846283226522,0.9715570017159642
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,3,2025,test,13539,269,1.2055539794489096,2.723360975798673,1.6243236014778346,0.9712344414253158
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,3,20260623,test,13539,269,1.194981169748169,2.704414327536136,1.606866098709855,0.9716332978987106
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,3,20260715,test,13539,269,1.206517677618,2.7219084383737773,1.6272917948863368,0.9712651181574876
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,3,20260718,test,13539,269,1.1965945178397572,2.713301468741734,1.6114156954793797,0.9714465564639234
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,6,42,test,13387,266,1.258983426896561,2.8184253138793913,1.6970657481575062,0.9691453057956563
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,6,2025,test,13387,266,1.2633019754674752,2.8029081595079606,1.6986638591657006,0.9694841184443466
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,6,20260623,test,13387,266,1.2699214500555858,2.807890145803183,1.7100075567210327,0.9693755420611939
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,6,20260715,test,13387,266,1.2661896699524648,2.8086623323813598,1.7037188160437204,0.9693586959270514
M5_cloud_boundary_layer_radiation,M5_cloud_boundary_layer_radiation_xgboost,6,20260718,test,13387,266,1.2632464089843252,2.8144813770439483,1.7016930023778327,0.9692315978270741
M6_temperature_humidity,M6_temperature_humidity_xgboost,1,42,test,13641,271,1.0314966839988733,2.4766640969951697,1.3548867733422043,0.9762756986283115
M6_temperature_humidity,M6_temperature_humidity_xgboost,1,2025,test,13641,271,1.0353070857007927,2.486111265145607,1.3599055922659429,0.9760943620242439
M6_temperature_humidity,M6_temperature_humidity_xgboost,1,20260623,test,13641,271,1.0341101178733048,2.4773526880000154,1.358433148454408,0.9762625045810844
M6_temperature_humidity,M6_temperature_humidity_xgboost,1,20260715,test,13641,271,1.038252213072154,2.4887517308275755,1.3630321768763454,0.9760435553382418
M6_temperature_humidity,M6_temperature_humidity_xgboost,1,20260718,test,13641,271,1.0371908076519147,2.4838743121882763,1.3621434020741494,0.9761373622954681
M6_temperature_humidity,M6_temperature_humidity_xgboost,3,42,test,13539,269,1.2024686853222994,2.7165409024660376,1.6245818082390018,0.9713783353646666
M6_temperature_humidity,M6_temperature_humidity_xgboost,3,2025,test,13539,269,1.202151044139359,2.7170566012706594,1.6220107713861829,0.9713674674559711
M6_temperature_humidity,M6_temperature_humidity_xgboost,3,20260623,test,13539,269,1.207909204327268,2.7190708168080904,1.6273791455220403,0.9713249998322105
M6_temperature_humidity,M6_temperature_humidity_xgboost,3,20260715,test,13539,269,1.202903273419251,2.7189649672645397,1.6251550810527184,0.971327232342362
M6_temperature_humidity,M6_temperature_humidity_xgboost,3,20260718,test,13539,269,1.2053545296783563,2.710569273521171,1.6253713552663376,0.9715040320555214
M6_temperature_humidity,M6_temperature_humidity_xgboost,6,42,test,13387,266,1.3065444132076645,2.828471458580453,1.7534692556419755,0.9689249535591089
M6_temperature_humidity,M6_temperature_humidity_xgboost,6,2025,test,13387,266,1.2878647227296909,2.7984733046874766,1.72743663431114,0.9695806085411529
M6_temperature_humidity,M6_temperature_humidity_xgboost,6,20260623,test,13387,266,1.2873515186199158,2.789641458278666,1.731056578795155,0.9697723098196598
M6_temperature_humidity,M6_temperature_humidity_xgboost,6,20260715,test,13387,266,1.2882601915527,2.7997210041313907,1.728878269849635,0.9695534775203226
M6_temperature_humidity,M6_temperature_humidity_xgboost,6,20260718,test,13387,266,1.2794281417334903,2.7888072935100303,1.7178175335416181,0.9697903846186323
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,1,42,test,13641,271,1.0369007370762846,2.4798090746164254,1.363894225012322,0.9762154080382025
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,1,2025,test,13641,271,1.03488429820634,2.477413135098057,1.36266698866569,0.9762613461830695
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,1,20260623,test,13641,271,1.023947669742971,2.461040889084212,1.3480910579608043,0.9765740682242938
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,1,20260715,test,13641,271,1.0274900822457342,2.4717309886765158,1.3538850670137452,0.9763701143319095
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,1,20260718,test,13641,271,1.0299248085854396,2.4665180273700087,1.3543526308013873,0.9764696816255491
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,3,42,test,13539,269,1.2432031785825166,2.7566081387600385,1.6687434179364586,0.9705278065064771
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,3,2025,test,13539,269,1.2357070321959494,2.7456908417281793,1.6578131555934608,0.970760788149322
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,3,20260623,test,13539,269,1.237215188542958,2.7468352770832363,1.6612860022424494,0.9707364085935174
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,3,20260715,test,13539,269,1.242162597503726,2.758691440856913,1.6663139494738168,0.9704832425491121
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,3,20260718,test,13539,269,1.244944987179777,2.7623910937856015,1.6715310432766743,0.9704040202184
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,6,42,test,13387,266,1.2935496397059514,2.816894018038228,1.732683324940286,0.9691788243916428
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,6,2025,test,13387,266,1.295190063823828,2.8052508144920516,1.7340063464387347,0.9694330871206913
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,6,20260623,test,13387,266,1.3105152268710238,2.8075060575761985,1.7540449416460595,0.9693839196604959
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,6,20260715,test,13387,266,1.2994118810718134,2.8178738727081623,1.741781867177834,0.9691573784123255
M7_wind_boundary_layer,M7_wind_boundary_layer_xgboost,6,20260718,test,13387,266,1.304801333260184,2.8120149352853097,1.744622873379998,0.9692855013423323
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,1,42,test,13641,271,1.030439187816035,2.4805143502055884,1.3553041522135605,0.9762018770952744
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,1,2025,test,13641,271,1.0338904146522065,2.4744534969530747,1.3570974153311819,0.9763180310029292
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,1,20260623,test,13641,271,1.031717208997655,2.486276218241041,1.3577657068095619,0.9760911896482874
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,1,20260715,test,13641,271,1.0349874733183164,2.4758692739069423,1.3604796347763601,0.9762909236212572
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,1,20260718,test,13641,271,1.0267779172773315,2.477755696556065,1.3505797601484884,0.9762547808589697
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,3,42,test,13539,269,1.2364314612860483,2.7343949283268265,1.6580912553548075,0.9710008765074918
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,3,2025,test,13539,269,1.2354166925318861,2.729536407115517,1.6527603255619097,0.9711038372646825
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,3,20260623,test,13539,269,1.2318758529436553,2.731230330727912,1.6536262512534994,0.9710679607835856
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,3,20260715,test,13539,269,1.2333962991958054,2.7321222339725915,1.6539295827250284,0.9710490617601681
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,3,20260718,test,13539,269,1.2351037154096847,2.7325189503599394,1.6583362236296428,0.9710406535379111
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,6,42,test,13387,266,1.3362087636820208,2.8415009435016727,1.7777038854154357,0.9686379968536879
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,6,2025,test,13387,266,1.3224251230198598,2.8238260875879635,1.762004908209431,0.9690269426226972
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,6,20260623,test,13387,266,1.3279213709641386,2.8140383160553673,1.7673519969320455,0.9692412843048639
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,6,20260715,test,13387,266,1.33461914738794,2.825584371259629,1.7759368450426347,0.9689883592438268
M8_full_meteorology,M8_full_meteorology_xgboost_frozen_anchor,6,20260718,test,13387,266,1.3420197178342037,2.839754810461213,1.7867061562228341,0.9686765295904395
