variant,model,horizon,seed,split,sample_count,unique_hours,MAE,RMSE,sMAPE,R2,traffic_only_MAE,delta_MAE_vs_traffic_only,relative_change_vs_traffic_only_percent,full_fusion_MAE,delta_MAE_vs_full
A0_full_fusion,A0_full_fusion_xgboost_frozen_anchor,6,42,test,13387,266,1.4872926561722186,2.870572049903663,1.931181429916549,0.9679929912405044,1.2211762180918702,0.26611643808034846,21.7918130191042,1.4872926561722186,0.0
A0_full_fusion,A0_full_fusion_xgboost_frozen_anchor,6,2025,test,13387,266,1.4755648972138546,2.8705366070796012,1.9231854461300903,0.9679937816138218,1.2105098615797245,0.26505503563413013,21.89614839553899,1.4755648972138546,0.0
A0_full_fusion,A0_full_fusion_xgboost_frozen_anchor,6,20260623,test,13387,266,1.5095473863033626,2.904156898636104,1.9577894646213518,0.9672396648432585,1.2210236967858117,0.2885236895175509,23.62965520464939,1.5095473863033626,0.0
A0_full_fusion,A0_full_fusion_xgboost_frozen_anchor,6,20260715,test,13387,266,1.5238901376670817,2.911441777256099,1.9693790997264033,0.967075104595002,1.2172144128169635,0.3066757248501182,25.19488116644853,1.5238901376670817,0.0
A0_full_fusion,A0_full_fusion_xgboost_frozen_anchor,6,20260718,test,13387,266,1.5038806275368473,2.885937390156613,1.9512725553714412,0.9676494257078295,1.212974663518796,0.29090596401805136,23.9828557650284,1.5038806275368473,0.0
A1_without_rainfall,A1_without_rainfall_xgboost,1,42,test,13641,271,1.134666578090893,2.492101245171607,1.466645533528366,0.9759790278471027,0.9980668375849404,0.1365997405059527,13.686432146817761,1.194628900955305,-0.05996232286441194
A1_without_rainfall,A1_without_rainfall_xgboost,1,2025,test,13641,271,1.1264266492555914,2.4844717655596398,1.4553197838080925,0.9761258814182818,0.9971901876580412,0.1292364615975502,12.960061500511703,1.1563395121887399,-0.029912862933148432
A1_without_rainfall,A1_without_rainfall_xgboost,1,20260623,test,13641,271,1.119921466674611,2.4880035471485535,1.4498521795789006,0.9760579570372923,1.0032477383948817,0.11667372827972922,11.629602920052239,1.1619693847735297,-0.042047918098918835
A1_without_rainfall,A1_without_rainfall_xgboost,1,20260715,test,13641,271,1.1362045124024964,2.4982684603174987,1.4693649868563758,0.9758599911040677,1.0009857405928273,0.13521877180966912,13.508561243798207,1.1645033523040913,-0.028298839901594874
A1_without_rainfall,A1_without_rainfall_xgboost,1,20260718,test,13641,271,1.1430014813572325,2.4930342903521185,1.474783166598377,0.9759610375282891,0.9977285930774394,0.145272888279793,14.560361333507213,1.1637247967632058,-0.020723315405973386
A1_without_rainfall,A1_without_rainfall_xgboost,3,42,test,13539,269,1.374893980887715,2.7958373328105175,1.792262046667616,0.9696830022765739,1.178476248725019,0.19641773216269587,16.667092983435015,1.4073290782931942,-0.03243509740547923
A1_without_rainfall,A1_without_rainfall_xgboost,3,2025,test,13539,269,1.36634516777168,2.7959382159510433,1.7846540017663517,0.9696808143602128,1.1733298926467683,0.19301527512491168,16.45021373226183,1.421765662269208,-0.05542049449752806
