scenario,experiment,model,horizon,seed,sample_count,unique_hours,unique_dates,independent_events,MAE,RMSE,sMAPE,R2
S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,5492,168,13,17,1.3943875254227946,2.8898669557999934,1.7645809428478147,0.9684707995190994
S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,5492,168,13,17,1.3836131915272831,2.8755616654052565,1.757059102870983,0.9687821758077494
S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,42,5492,168,13,17,1.315603939333307,2.881260524302558,1.6837764036233938,0.968658316690753
S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,2025,5492,168,13,17,1.2828160351009792,2.8869113588463615,1.649826553951862,0.9685352592030477
S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,5492,168,13,17,1.3056785162573563,2.879696541762906,1.674232549962168,0.9686923327342939
S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,5492,168,13,17,1.2960596721303728,2.8666333926479646,1.6689375357920089,0.9689757300303313
S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,5492,168,13,17,1.2841502122723902,2.871277937046072,1.6462964564234972,0.9688751170042531
S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,42,8149,214,13,13,0.8547324823134612,2.1494453552916135,1.1429605568081056,0.9818163581970416
S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,2025,8149,214,13,13,0.852146343356501,2.1436492783448857,1.1429722415545303,0.9819142920079549
S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,8149,214,13,13,0.8619048052079479,2.1510904695928326,1.1508183047611955,0.9817885132306535
S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,8149,214,13,13,0.862954706577512,2.1416281942420388,1.1513139519396536,0.9819483792123131
S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,8149,214,13,13,0.8569698346379432,2.1533006433935995,1.1433188544167308,0.9817510706130137
S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,42,8149,214,13,13,0.9028297546027203,2.1739260187106657,1.2031419801757022,0.9813998018310335
S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,8149,214,13,13,0.9057917595026698,2.166637642477536,1.2036283474571625,0.9815243120405301
S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,8149,214,13,13,0.9069632623797083,2.183150250601308,1.2080718897359348,0.9812416211558879
S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,8149,214,13,13,0.9058481328232955,2.166013280136225,1.2059094514892212,0.9815349588247115
S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,8149,214,13,13,0.9038509379663208,2.1698429795567815,1.2045298783451084,0.9814696055106212
S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,8149,214,13,13,1.045872816222428,2.2018389348775886,1.3527819094478948,0.9809190873032696
S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,8149,214,13,13,1.0327633964653107,2.2145533598592766,1.336668543199978,0.9806980872300446
S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,8149,214,13,13,1.0555355696959616,2.2101986283652395,1.3603731512712378,0.9807739237447896
S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,8149,214,13,13,1.032638112457222,2.2031250282228108,1.3370557449750573,0.9808967904846371
S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,8149,214,13,13,1.035006470289553,2.2083388293712867,1.3404731964885448,0.98080626617129
S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,42,8149,214,13,13,1.1130980492223332,2.247901838739305,1.4305362652591855,0.9801123835555332
S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,2025,8149,214,13,13,1.0711009474772393,2.2442641787720032,1.3875428546506705,0.9801766976188997
S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,8149,214,13,13,1.065116942742707,2.2376866132273987,1.379967487589527,0.9802927249543615
S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,8149,214,13,13,1.075841270025783,2.2370426240787857,1.3911032059291422,0.9803040665291625
S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,8149,214,13,13,1.082564362111538,2.227409418228374,1.3987565997875937,0.980473331485378
S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,42,8035,160,13,14,0.9076985095343978,2.273303499946558,1.2384183572167105,0.9808652156724382
S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,2025,8035,160,13,14,0.9053010567311206,2.273157052441361,1.2387087590289563,0.9808676809404205
S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,8035,160,13,14,0.9177757173612192,2.2829690628528168,1.2500215728066466,0.9807021563706324
S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,8035,160,13,14,0.9147960305030949,2.2650586332359968,1.2452110677622612,0.9810037608828088
S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,8035,160,13,14,0.9094622820142245,2.2777787310946502,1.23737701125731,0.9807898039457605
S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,42,8035,160,13,14,0.9639356352436768,2.3322689047855016,1.306869445267548,0.9798596981819793
S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,8035,160,13,14,0.9673449589923763,2.328033791698111,1.3086939922739977,0.9799327763863915
S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,8035,160,13,14,0.9735364884267925,2.344349887731433,1.3194376900717604,0.9796505071934556
S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,8035,160,13,14,0.9677265375972511,2.326268682625292,1.3114407373341221,0.9799631946823801
S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,8035,160,13,14,0.966164038863278,2.329930159196917,1.310574285624307,0.9799000703920703
