scenario,experiment,model,horizon,seed,sample_count,unique_hours,unique_dates,independent_events,MAE,RMSE,sMAPE,R2
S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,8035,160,13,14,1.0939056143912012,2.346989649756224,1.4416125369785397,0.9796046539170116
S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,8035,160,13,14,1.0868182420522885,2.3591944416207418,1.4322376585988978,0.9793919830412892
S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,8035,160,13,14,1.1056234895666217,2.3517945218403846,1.4528213854658234,0.9795210597339624
S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,8035,160,13,14,1.0833582563386421,2.340821454893157,1.429706872773488,0.9797117163033375
S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,8035,160,13,14,1.087967452638947,2.3546601809466146,1.4358868440670394,0.9794711221945032
S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,42,8035,160,13,14,1.168368092386388,2.398775709889228,1.5271230062234595,0.9786946822637784
S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,2025,8035,160,13,14,1.1271267715704145,2.3997185923504003,1.4848997456897977,0.9786779300860754
S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,8035,160,13,14,1.1188955997387124,2.391633641198866,1.4747468979263503,0.9788213614834884
S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,8035,160,13,14,1.136064808245542,2.396593650019336,1.4940428616715677,0.9787334256393657
S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,8035,160,13,14,1.1410381769585032,2.3870095686330197,1.4984228370283825,0.978903177433404
S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,42,2268,123,13,24,1.5941864301848592,3.3762300743346687,2.0504780882039464,0.9601162232483077
S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,2025,2268,123,13,24,1.5963025835946614,3.4037883548613843,2.053064473290763,0.9594624679833187
S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,2268,123,13,24,1.604034412054368,3.4019460531165793,2.062209922348098,0.9595063380170876
S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,2268,123,13,24,1.586137148718635,3.3642656756401563,2.040785204729924,0.9603983959032291
S4_post_rain_1_3h,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,2268,123,13,24,1.590008935810607,3.364352275356695,2.048286581043145,0.9603963571035865
S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,42,2268,123,13,24,1.580042537417852,3.481798746698404,2.0414356762079984,0.9575830401935999
S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,2268,123,13,24,1.5931731879465865,3.4699292923646237,2.0581928280575807,0.95787174614458
S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,2268,123,13,24,1.5806506558911089,3.488025157128341,2.0454019457897057,0.9574311982483317
S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,2268,123,13,24,1.5943134931309795,3.478478080090004,2.0599858171949514,0.9576639095517836
S4_post_rain_1_3h,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,2268,123,13,24,1.5757547145307518,3.486605192064624,2.0361495277690596,0.9574658504683298
S4_post_rain_1_3h,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,2268,123,13,24,1.786366383655151,3.4954612030897083,2.255131346745299,0.9572495017477114
