test_set,stratum_type,stratum,experiment,model,horizon,seed,sample_count,MAE,RMSE,sMAPE,R2
Test-B_excluding_20260217,scenario,S1_dry,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,5106,1.1679061519086384,2.6735821168853477,1.6346603383523486,0.9739805531956629
Test-B_excluding_20260217,scenario,S1_dry,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,5106,1.1791364941495504,2.692342033547684,1.6511954210659305,0.9736141270640037
Test-B_excluding_20260217,scenario,S1_dry,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,5106,1.1889509210264049,2.70861541150341,1.662648735476972,0.9732941937458919
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,5482,1.390537130538382,2.906717054993367,1.7619634699463074,0.9681417581186677
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,5482,1.447975973402745,2.9263643813770486,1.8183766599391673,0.9677096247659718
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,5482,1.3946533589094612,2.8990858724856614,1.765022644846444,0.9683088173265855
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,5482,1.3925017840610314,2.8883321129978605,1.7626903582754976,0.9685434894247532
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,5482,1.3822038821461977,2.874049739050199,1.7557603404370614,0.9688538158233896
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,5305,1.3733354061892526,2.7315942036178917,1.8067052164832513,0.9716706926722488
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,5305,1.425587947652507,2.763201325240028,1.856903248437874,0.9710113061368815
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,5305,1.3831441320670388,2.7559691271748106,1.8140161157414785,0.9711628532644809
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,5305,1.3994155911113946,2.7343914022622324,1.8280762813210556,0.9716126435865687
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,5305,1.3863721210313151,2.722295986122515,1.8097877757077445,0.971863227668537
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,5106,1.329180050182629,2.807558879938718,1.8211620268723379,0.971307476261743
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,5106,1.3910395817371273,2.8478647913416912,1.9049665291954807,0.9704777307827077
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,5106,1.3134981450002303,2.803712374518205,1.8111931065476812,0.9713860429805089
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,5106,1.361858978799436,2.790765105135201,1.8360934038024503,0.9716497056941847
Test-B_excluding_20260217,scenario,S1_dry,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,5106,1.322424163549403,2.784229140730672,1.811796525266917,0.9717823428209209
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,42,5482,1.3140827427144672,2.8798912531995158,1.6823806991273993,0.9687270777431399
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,2025,5482,1.2813214721085888,2.885531547811907,1.6485120179032924,0.9686044611519742
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,5482,1.3047332770630462,2.8783221915132144,1.6735767449301746,0.9687611455412325
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,5482,1.2944107310812243,2.8655622979849915,1.667503703607469,0.9690375016288619
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,5482,1.2823217926155284,2.869804191896226,1.6445449671354844,0.9689457661642477
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,3,42,5305,1.3414046987616863,2.7691619745153444,1.7793092294017376,0.9708861051214434
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,3,2025,5305,1.3789778889360347,2.7721741664150974,1.8193264372226212,0.9708227326385699
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,5305,1.3544710769197905,2.7605993188200055,1.7983832454415236,0.9710658756339243
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,5305,1.3583919955872905,2.754239281241924,1.7985269924601341,0.9711990424693269
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,5305,1.3376818777186819,2.760423259241398,1.7721857124983273,0.9710695661132107
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,6,42,5106,1.2915842313028094,2.739707617115712,1.7805126389159236,0.9726775627045939
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,6,2025,5106,1.2593759055361142,2.7227652306535166,1.7493493981725763,0.9730144424333645
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,5106,1.2968033236364018,2.7568209232466363,1.7923410388232117,0.9723351629772186
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,5106,1.3317570866267134,2.769313852818399,1.81429548936919,0.9720838605010336
Test-B_excluding_20260217,scenario,S1_dry,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,5106,1.3016252494042,2.7352435371468484,1.795762420427435,0.9727665285312193
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,42,8111,0.8349529114133238,2.124726807083507,1.1195657931295506,0.982252321259616
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,2025,8111,0.8384337031306789,2.1312145880631492,1.1266148348542737,0.9821437719205895
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,8111,0.8433539030501255,2.129251653505506,1.1296243071943433,0.9821766493847842
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,8111,0.8435496318385862,2.1176111497287007,1.1286396164221957,0.9823709952795684
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,8111,0.8335574920808558,2.1197483505510633,1.1160215775766253,0.9823353931473987
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,3,42,8084,1.1744337715804527,2.739919931166435,1.5731976258116434,0.9706535690243675
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,3,2025,8084,1.165670776964905,2.7171658179161535,1.5629710007705366,0.9711389695489839
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,8084,1.171887351836227,2.721964983226459,1.5701697534601544,0.9710369285361423
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,8084,1.172640696032771,2.7342509941460613,1.5739355614999266,0.9707748798431199
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,8084,1.1667833601938857,2.7259542549110027,1.5630293204126762,0.9709519706255128
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,6,42,7982,1.2480978025625813,2.7821073497000106,1.654905774994727,0.9689949197886981
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,6,2025,7982,1.2582802687055294,2.784804938749439,1.664822586621419,0.9689347642998007
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,7982,1.2638904292432325,2.7933729700621033,1.676058189788725,0.9687433129209538
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,7982,1.2495632580405318,2.792196711587492,1.6607375815396137,0.9687696310693664
Test-B_excluding_20260217,scenario,S2_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,7982,1.2486255238570536,2.777576854503504,1.652807286193584,0.969095817401307
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,42,8111,0.8946836683903298,2.1686157125121803,1.193087218882568,0.9815115473949839
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,8111,0.8971509007663325,2.1614707720127067,1.193462052835201,0.9816331745508199
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,8111,0.8924608247130111,2.1688020320851558,1.191068292720567,0.981508370337329
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,8111,0.8997114916537177,2.1629027803076593,1.1983971656689898,0.9816088298691372
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,8111,0.8946355708473458,2.1639297445220245,1.1936457429789786,0.981591361162151
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,42,8084,1.2432084933731906,2.778178300623398,1.6476784405639426,0.9698283002135845
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,8084,1.2412548916146795,2.774932431858999,1.6424598565843571,0.9698987608949108
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,8084,1.2359627991565751,2.7711104393106862,1.6407709226515883,0.9699816223597144
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,8084,1.2465444911181012,2.777256455435771,1.6536035211249598,0.9698483198226454
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,8084,1.2438419722063634,2.769436696733094,1.6496342384656189,0.9700178734327362
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,42,7982,1.3713000395757398,2.8488828673932742,1.7812164170812943,0.9674887042327495
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,7982,1.3552839349746546,2.8408284012906555,1.7671253486609293,0.9676722786162446
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,7982,1.36508206535001,2.8270283619287095,1.775382004107811,0.9679855958500176
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,7982,1.3659081105947755,2.835729267571627,1.7758833512751488,0.9677882274934176
Test-B_excluding_20260217,scenario,S2_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,7982,1.3768316845124022,2.854545601989839,1.792305953464898,0.9673593301455495
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,8111,1.0459797931894226,2.2013071952138983,1.3514409810941528,0.9809499258528148
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,8111,1.032847646039849,2.215440126657659,1.3356663973768246,0.9807045283320391
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,8111,1.0547801105591919,2.2112689043323326,1.3587034103087205,0.9807771188138519
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,8111,1.0325351930647368,2.2042791045292986,1.3361108483679207,0.9808984534277145
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,8111,1.0353175207203984,2.2094027498841093,1.3397606679371339,0.9808095506253636
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,8084,1.409008393404843,2.849507313575884,1.824766735047055,0.9682591100023525
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,8084,1.3872330840342157,2.8661763134559752,1.7995983792727341,0.9678866691830719
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,8084,1.3824026695124372,2.8648631945467335,1.7927467937114985,0.9679160874446805
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,8084,1.3831977323594706,2.8405708239699328,1.7969946725649377,0.9684578863620541
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,8084,1.3803779506730538,2.8250769573234664,1.791135390135589,0.9688010402578917
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,7982,1.5282027096494661,2.9341943286347205,1.943531930699145,0.9655124106409763
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,7982,1.4907360044406248,2.9227151222337437,1.9133900869979052,0.9657817286942962
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,7982,1.512434814620076,2.9264863129074734,1.9317607401194945,0.9656933677881082
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,7982,1.5033906652287592,2.9002974772355055,1.9157750367973638,0.9663046337121504
Test-B_excluding_20260217,scenario,S2_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,7982,1.497739393386707,2.9270658777166636,1.916880428450433,0.9656797781905884
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,42,8111,1.1130219942190955,2.249107931125846,1.4297412068461952,0.9801136097288075
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,2025,8111,1.070453328000276,2.2450521733531987,1.386018894344243,0.9801852662819001
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,8111,1.0661756896533698,2.2389433833225003,1.3802145080402397,0.9802929514116472
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,8111,1.0758733474806068,2.237920300098172,1.390298804316807,0.9803109575340611
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,8111,1.0824969262880426,2.2278469744106073,1.3976679248598904,0.9804878072337304
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,3,42,8084,1.444541287976642,2.881689450375904,1.8719971291255504,0.9675381025666708
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,3,2025,8084,1.4454934039800922,2.8631674997016687,1.8673314911267003,0.9679540567441443
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,8084,1.4690781907439134,2.88736711019118,1.8923849184387682,0.9674100601941986
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,8084,1.409807053568653,2.862336488536932,1.832829290852071,0.9679726561952656
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,8084,1.428057352859117,2.882732454159722,1.8511765200367059,0.967514599680793
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,6,42,7982,1.5915799703831404,2.954301752803817,2.0101385244599124,0.9650381185070246
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,6,2025,7982,1.6011466135031236,2.9757518422441764,2.0278183784681643,0.9645285849185637
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,7982,1.62896409964667,3.0027348958499784,2.052236797662674,0.9638823841674902
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260715,7982,1.6346002242125675,3.0018014653636422,2.0594054651444806,0.9639048357290323
Test-B_excluding_20260217,scenario,S2_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260718,7982,1.6179960328754222,2.9887981661818457,2.0425418962738666,0.9642168747758013
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,42,7987,0.8825443501375161,2.244149266753239,1.2090591003108322,0.9813934883099689
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,2025,7987,0.887844488385036,2.258710908200095,1.2184021385830353,0.9811512402686058
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260623,7987,0.8941643427660199,2.257293104508567,1.2232809975793129,0.9811748957560691
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260715,7987,0.8906743929186238,2.237886543759554,1.2174520498578456,0.9814971933837823
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,1,20260718,7987,0.8799023490164825,2.2383574007885443,1.2031927179431718,0.9814894064893951
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,3,42,7977,1.229169477437503,2.8324158304303757,1.6551751041236376,0.9701836802506043
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,3,2025,7977,1.2204143424861225,2.8104248268678536,1.6453896329685826,0.9706448733991845
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260623,7977,1.2275917592327004,2.8155621539546067,1.6531172300393897,0.9705374556738651
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260715,7977,1.2279367249636957,2.827820627468524,1.6578848926976881,0.9702803474827313
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,3,20260718,7977,1.2209824011371764,2.8192292107191155,1.6447073951691908,0.9704606602248148
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,6,42,7936,1.3415871236273036,2.9026097327578793,1.789857761530755,0.9676310591429647
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,6,2025,7936,1.3508325579025413,2.9057087362482017,1.7982120020289312,0.9675619041278185
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260623,7936,1.354703564092677,2.9125799377599724,1.8076995322507161,0.9674083083968888
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260715,7936,1.3397356381659866,2.90942348662215,1.7916780028626245,0.9674789113264985
Test-B_excluding_20260217,scenario,S3_widespread_rain,E1_traffic_only,E1_traffic_only_xgboost,6,20260718,7936,1.338621884520336,2.893134427216149,1.7833739591240196,0.9678420451359817
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,42,7987,0.9534411925683659,2.3261601267973955,1.294545661025558,0.9800087157551849
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,2025,7987,0.9567018607219866,2.3224140272661957,1.2966921711889243,0.9800730527180219
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260623,7987,0.9557621727691838,2.3289823618831242,1.2990581113375461,0.9799601771105249
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260715,7987,0.9595003269982504,2.32232442494021,1.3019862470448493,0.9800745903132669
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,1,20260718,7987,0.9544057678347472,2.3231868290069,1.2971925970655658,0.9800597888111285
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,42,7977,1.299072828958757,2.876628673986269,1.7327141251393932,0.9692455743078076
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,2025,7977,1.29679359922855,2.8715587524418646,1.7259104200855506,0.9693538852092354
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260623,7977,1.2931467041688947,2.87153780719456,1.7272509716973725,0.9693543322752142
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260715,7977,1.3021186207575273,2.8753937987664044,1.7377629032841468,0.9692719730759113
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,3,20260718,7977,1.301419153747903,2.8695047152607662,1.7358772078079339,0.9693977120998503
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,42,7936,1.4581659448403186,2.9628416611874875,1.908855339137726,0.96627374803568
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,2025,7936,1.4414965903887185,2.954306643527501,1.8938062853241062,0.9664677776735852
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260623,7936,1.4521927224051567,2.9394173268030808,1.902413651890619,0.9668049219219644
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260715,7936,1.453745414268586,2.9510423071704026,1.904463256759143,0.9665418390300862
Test-B_excluding_20260217,scenario,S3_widespread_rain,E3_meteorology,E3_meteorology_aware_xgboost,6,20260718,7936,1.4667552367653898,2.9698281806518,1.923219152952569,0.9661145043399098
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,42,7987,1.0926555433424958,2.3449743212806315,1.439057413576673,0.979684025333915
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,2025,7987,1.0857519008167937,2.358711956405675,1.430281779161143,0.9794452926915223
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260623,7987,1.10379019490835,2.35166443962835,1.4503367467010098,0.9795679386412038
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260715,7987,1.0818113250051025,2.340492374770157,1.4274712099651332,0.9797616109127206
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,1,20260718,7987,1.0871978465237435,2.354356936327768,1.4343236615550436,0.9795211252012652
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,42,7977,1.4653297131969458,2.9427960496705956,1.9097360599155584,0.9678144940978001
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,2025,7977,1.4386500820494503,2.954299826512216,1.8752099609926864,0.967562367508882
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260623,7977,1.4372361235650273,2.9513427914246804,1.872909902136638,0.9676272703413975
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260715,7977,1.4433630749263813,2.9367426075959853,1.8852531273903392,0.9679467714985004
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,3,20260718,7977,1.4360771209485979,2.9177860705082725,1.872732614783322,0.9683592401565502
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,42,7936,1.5999051445594399,3.0360697659877083,2.055870207685041,0.9645860239865663
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,2025,7936,1.5656099424567274,3.023737791279048,2.0288242547602193,0.9648731302404051
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260623,7936,1.5895170661710922,3.0327888119354927,2.0502248233983447,0.9646625234449665
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260715,7936,1.5748640798112399,2.9957677040232795,2.0265239904204613,0.965519983589772
Test-B_excluding_20260217,scenario,S3_widespread_rain,E4_atmospheric,E4_atmospheric_context_xgboost,6,20260718,7936,1.5674189354142833,3.024320682465058,2.0266079516108633,0.9648595859996655
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,42,7987,1.1673253756185182,2.3988256158940704,1.5256210394459253,0.9787402165968658
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,2025,7987,1.1255149088908476,2.3993717866356334,1.4827065774305237,0.9787305345312295
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260623,7987,1.1193440102470187,2.3917280095314664,1.474748803618448,0.9788658366854797
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260715,7987,1.1350518160354695,2.396634208687585,1.4925126238681006,0.9787790418970616
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,1,20260718,7987,1.1398137517785556,2.386273829091456,1.4964041409229247,0.9789621169542694
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,42,7977,1.5109819249081444,2.978645222293362,1.969343234422303,0.9670255493771633
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,2025,7977,1.502422093179451,2.9594122618841547,1.953778780680589,0.9674500032946739
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260623,7977,1.5325600398248846,2.9788240870313327,1.9847230460196172,0.967021589091118
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260715,7977,1.4717893281257346,2.956856527245122,1.9248125052243166,0.9675061990699421
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,3,20260718,7977,1.4879901374777682,2.9764112248794867,1.9399805313678569,0.9670749928035797
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,42,7936,1.6632575523468756,3.0524256168451975,2.1219206895077694,0.9642034333671397
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,2025,7936,1.6684893123885638,3.0637940920269537,2.1343504177540287,0.9639362948624418
Test-B_excluding_20260217,scenario,S3_widespread_rain,E5_full_fusion,E5_full_fusion_xgboost,6,20260623,7936,1.6934348451514398,3.0921388758735455,2.155619879625047,0.9632659192196656
