experiment,model,horizon,split,seed_count,sample_count_per_seed,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,R2_mean,R2_std
E4_atmospheric,E4_atmospheric_context_xgboost,1,test,5,13641,1.1864205470263536,0.010322117477879287,2.509636434360254,0.010583188387348666,1.518106222994381,0.009746876702986802,0.9756394541507329,0.00020569699861343945
E4_atmospheric,E4_atmospheric_context_xgboost,3,test,5,13539,1.387293616693851,0.00845087879110129,2.799782521537087,0.01667594664684971,1.8045143853133645,0.010123425777297497,0.9695965188085836,0.00036206484237965425
E4_atmospheric,E4_atmospheric_context_xgboost,6,test,5,13387,1.4486597596445852,0.009249152817435564,2.87545052832611,0.010726615467164571,1.893248344576694,0.011312175010741807,0.9678837507456812,0.00023940389638062905
