model,horizon,seed,epoch,training_smooth_l1,validation_MAE,learning_rate,max_preclip_gradient_norm,improved_checkpoint,stale_epochs,epoch_seconds
Formal_TCN_24h_causal,1,20260718,1,0.317998171226347,8.546607971191406,0.003,0.2965104281902313,True,0,0.039998531341552734
Formal_TCN_24h_causal,1,20260718,2,0.23152638499023082,5.84764289855957,0.003,0.486666738986969,True,0,0.039504051208496094
Formal_TCN_24h_causal,1,20260718,3,0.13580715952959171,3.892430305480957,0.003,0.5145245790481567,True,0,0.04194474220275879
Formal_TCN_24h_causal,1,20260718,4,0.10641940100595557,3.8640830516815186,0.003,0.5773465633392334,True,0,0.041001319885253906
Formal_TCN_24h_causal,1,20260718,5,0.07748254035053462,2.9609169960021973,0.003,0.450700968503952,True,0,0.040999650955200195
Formal_TCN_24h_causal,1,20260718,6,0.055346826442939756,2.703845500946045,0.003,0.2797723412513733,True,0,0.04099631309509277
Formal_TCN_24h_causal,1,20260718,7,0.04236700367168306,2.212664842605591,0.003,0.21089905500411987,True,0,0.04099416732788086
Formal_TCN_24h_causal,1,20260718,8,0.040874949828154344,2.0446057319641113,0.003,0.1996680200099945,True,0,0.040006160736083984
Formal_TCN_24h_causal,1,20260718,9,0.035370548321278505,1.9511098861694336,0.003,0.10701633244752884,True,0,0.04199361801147461
Formal_TCN_24h_causal,1,20260718,10,0.032415823937627986,1.6683005094528198,0.003,0.09462897479534149,True,0,0.04100632667541504
Formal_TCN_24h_causal,1,20260718,11,0.031304448481212395,1.579135537147522,0.003,0.10939105600118637,True,0,0.03899383544921875
Formal_TCN_24h_causal,1,20260718,12,0.02967561226629108,1.543357014656067,0.003,0.07031895965337753,True,0,0.04100632667541504
Formal_TCN_24h_causal,1,20260718,13,0.028630722650371154,1.4889569282531738,0.003,0.06070892512798309,True,0,0.040996551513671875
Formal_TCN_24h_causal,1,20260718,14,0.027765542933507935,1.456173062324524,0.003,0.06426998227834702,True,0,0.039003610610961914
Formal_TCN_24h_causal,1,20260718,15,0.027085444687021988,1.4168905019760132,0.003,0.060585662722587585,True,0,0.0429995059967041
Formal_TCN_24h_causal,1,20260718,16,0.02659650874077111,1.3500442504882812,0.003,0.03798680752515793,True,0,0.04000115394592285
Formal_TCN_24h_causal,1,20260718,17,0.025325096811545458,1.3089830875396729,0.003,0.037159983068704605,True,0,0.04199504852294922
Formal_TCN_24h_causal,1,20260718,18,0.024918398600552526,1.3338537216186523,0.003,0.03221990913152695,False,1,0.039997100830078125
Formal_TCN_24h_causal,1,20260718,19,0.024599806955382695,1.3073475360870361,0.003,0.03726767376065254,True,0,0.04200029373168945
Formal_TCN_24h_causal,1,20260718,20,0.024098297371642274,1.2937228679656982,0.003,0.05314601957798004,True,0,0.039006948471069336
Formal_TCN_24h_causal,1,20260718,21,0.02381563671323958,1.2429581880569458,0.003,0.026919657364487648,True,0,0.04200387001037598
Formal_TCN_24h_causal,1,20260718,22,0.023883749249862675,1.274481177330017,0.003,0.032516781240701675,False,1,0.03899574279785156
Formal_TCN_24h_causal,1,20260718,23,0.023462213308999464,1.2769876718521118,0.003,0.031015226617455482,False,2,0.03900337219238281
Formal_TCN_24h_causal,1,20260718,24,0.02309404642645798,1.2408086061477661,0.003,0.03466258570551872,True,0,0.04499626159667969
Formal_TCN_24h_causal,1,20260718,25,0.022981516531008706,1.2449994087219238,0.003,0.02640152908861637,False,1,0.04199504852294922
Formal_TCN_24h_causal,1,20260718,26,0.022930504450129348,1.2178045511245728,0.003,0.025123365223407745,True,0,0.03900766372680664
Formal_TCN_24h_causal,1,20260718,27,0.022585053857420934,1.2822062969207764,0.003,0.0304169412702322,False,1,0.04100513458251953
Formal_TCN_24h_causal,1,20260718,28,0.022654287061095412,1.1977802515029907,0.003,0.032041557133197784,True,0,0.03899669647216797
Formal_TCN_24h_causal,1,20260718,29,0.022378382142763074,1.2022528648376465,0.003,0.0314168818295002,False,1,0.041056156158447266
Formal_TCN_24h_causal,1,20260718,30,0.02222918434772605,1.19704008102417,0.003,0.028399242088198662,True,0,0.03993988037109375
Formal_TCN_24h_causal,1,20260718,31,0.022328684937440044,1.180770754814148,0.003,0.02958287112414837,True,0,0.04205584526062012
Formal_TCN_24h_causal,1,20260718,32,0.022139417113319477,1.2008568048477173,0.003,0.026199689134955406,False,1,0.03993654251098633
Formal_TCN_24h_causal,1,20260718,33,0.021922181977540048,1.1964083909988403,0.003,0.04284392297267914,False,2,0.040009498596191406
Formal_TCN_24h_causal,1,20260718,34,0.021594159890398652,1.1960633993148804,0.003,0.03879350423812866,False,3,0.03899836540222168
Formal_TCN_24h_causal,1,20260718,35,0.021683734358439666,1.180074691772461,0.003,0.024635927751660347,True,0,0.040000200271606445
Formal_TCN_24h_causal,1,20260718,36,0.02197938452153855,1.1689379215240479,0.003,0.033194366842508316,True,0,0.03999972343444824
Formal_TCN_24h_causal,1,20260718,37,0.021394561962988775,1.1852893829345703,0.003,0.023122243583202362,False,1,0.03999948501586914
Formal_TCN_24h_causal,1,20260718,38,0.021575366090493125,1.1718262434005737,0.003,0.043061912059783936,False,2,0.040000200271606445
Formal_TCN_24h_causal,1,20260718,39,0.021685859355635703,1.1142051219940186,0.003,0.03387799486517906,True,0,0.03899216651916504
Formal_TCN_24h_causal,1,20260718,40,0.02127134669625592,1.220085620880127,0.003,0.026385076344013214,False,1,0.040007829666137695
Formal_TCN_24h_causal,1,20260718,41,0.02145817056383383,1.1801666021347046,0.003,0.024122243747115135,False,2,0.039992570877075195
Formal_TCN_24h_causal,1,20260718,42,0.02163212067537259,1.1393237113952637,0.003,0.032350242137908936,False,3,0.039000511169433594
Formal_TCN_24h_causal,1,20260718,43,0.021272156696535025,1.1341562271118164,0.003,0.036129776388406754,False,4,0.03999614715576172
Formal_TCN_24h_causal,1,20260718,44,0.021364642892683538,1.2158328294754028,0.003,0.032485537230968475,False,5,0.03999972343444824
Formal_TCN_24h_causal,1,20260718,45,0.021454156436283223,1.1295877695083618,0.0015,0.05339678376913071,False,6,0.039999961853027344
Formal_TCN_24h_causal,1,20260718,46,0.021264521423872425,1.160230278968811,0.0015,0.03661051392555237,False,7,0.039000749588012695
Formal_TCN_24h_causal,1,20260718,47,0.021028502377985217,1.1317218542099,0.0015,0.030214807018637657,False,8,0.0399935245513916
Formal_TCN_24h_causal,1,20260718,48,0.020885254980061708,1.1756389141082764,0.0015,0.02384682185947895,False,9,0.03900575637817383
Formal_TCN_24h_causal,1,20260718,49,0.021032177485674472,1.1438214778900146,0.0015,0.050424691289663315,False,10,0.03899240493774414
