model,horizon,seed,epoch,training_smooth_l1,validation_MAE,learning_rate,max_preclip_gradient_norm,improved_checkpoint,stale_epochs,epoch_seconds
Formal_TCN_24h_causal,1,20260715,1,0.3505753324814405,10.603126525878906,0.003,0.4203842878341675,True,0,0.039999961853027344
Formal_TCN_24h_causal,1,20260715,2,0.2512898975099796,7.32720947265625,0.003,0.5136039853096008,True,0,0.04000663757324219
Formal_TCN_24h_causal,1,20260715,3,0.13580556924644713,5.095361709594727,0.003,0.5015897750854492,True,0,0.04099392890930176
Formal_TCN_24h_causal,1,20260715,4,0.12376624740594272,3.8969545364379883,0.003,0.5769050121307373,True,0,0.04000043869018555
Formal_TCN_24h_causal,1,20260715,5,0.08622970659790652,3.6413521766662598,0.003,0.2824805676937103,True,0,0.04099917411804199
Formal_TCN_24h_causal,1,20260715,6,0.06587211502612374,3.2623450756073,0.003,0.28341540694236755,True,0,0.0410008430480957
Formal_TCN_24h_causal,1,20260715,7,0.04870220210346234,2.4975380897521973,0.003,0.18105554580688477,True,0,0.040999412536621094
Formal_TCN_24h_causal,1,20260715,8,0.039589597928878145,2.129667043685913,0.003,0.16445226967334747,True,0,0.03899812698364258
Formal_TCN_24h_causal,1,20260715,9,0.03853741708254328,1.936036229133606,0.003,0.15227027237415314,True,0,0.041001081466674805
Formal_TCN_24h_causal,1,20260715,10,0.034024073918859546,1.9488739967346191,0.003,0.11407903581857681,False,1,0.03999900817871094
Formal_TCN_24h_causal,1,20260715,11,0.03168685439885232,1.8359798192977905,0.003,0.07443024963140488,True,0,0.04201173782348633
Formal_TCN_24h_causal,1,20260715,12,0.030283379358497963,1.6638017892837524,0.003,0.05892109125852585,True,0,0.039994001388549805
Formal_TCN_24h_causal,1,20260715,13,0.02883192698376899,1.585662603378296,0.003,0.06853673607110977,True,0,0.0400083065032959
Formal_TCN_24h_causal,1,20260715,14,0.028053553442193468,1.537645697593689,0.003,0.05011313036084175,True,0,0.04199361801147461
Formal_TCN_24h_causal,1,20260715,15,0.02678651540409358,1.4704855680465698,0.003,0.05089417099952698,True,0,0.04199647903442383
Formal_TCN_24h_causal,1,20260715,16,0.0263572309770595,1.4698165655136108,0.003,0.04774303734302521,True,0,0.0410003662109375
Formal_TCN_24h_causal,1,20260715,17,0.025728883080740186,1.4700731039047241,0.003,0.02907945215702057,False,1,0.040999412536621094
Formal_TCN_24h_causal,1,20260715,18,0.025215061499327448,1.4120160341262817,0.003,0.02818993106484413,True,0,0.04000115394592285
Formal_TCN_24h_causal,1,20260715,19,0.02472936094914745,1.37420654296875,0.003,0.028441984206438065,True,0,0.04099869728088379
Formal_TCN_24h_causal,1,20260715,20,0.02429464939743125,1.3501795530319214,0.003,0.029035914689302444,True,0,0.039997100830078125
Formal_TCN_24h_causal,1,20260715,21,0.024046421786064653,1.352543592453003,0.003,0.02246282994747162,False,1,0.04200005531311035
Formal_TCN_24h_causal,1,20260715,22,0.023405819223170966,1.3532378673553467,0.003,0.04864160344004631,False,2,0.04200005531311035
Formal_TCN_24h_causal,1,20260715,23,0.023493950969354648,1.320087194442749,0.003,0.05552985519170761,True,0,0.04300284385681152
Formal_TCN_24h_causal,1,20260715,24,0.022976635621587017,1.3065450191497803,0.003,0.033785320818424225,True,0,0.041998863220214844
Formal_TCN_24h_causal,1,20260715,25,0.022609507289060343,1.3039565086364746,0.003,0.029947612434625626,True,0,0.04300212860107422
Formal_TCN_24h_causal,1,20260715,26,0.022292885461256493,1.274391531944275,0.003,0.04739600792527199,True,0,0.04299783706665039
Formal_TCN_24h_causal,1,20260715,27,0.022183500375792278,1.25150465965271,0.003,0.018633674830198288,True,0,0.04200029373168945
Formal_TCN_24h_causal,1,20260715,28,0.021604256770368542,1.2864450216293335,0.003,0.043479073792696,False,1,0.04199814796447754
Formal_TCN_24h_causal,1,20260715,29,0.021670060248106585,1.2290548086166382,0.003,0.036950308829545975,True,0,0.04200315475463867
Formal_TCN_24h_causal,1,20260715,30,0.021679640019170294,1.2746471166610718,0.003,0.03482389822602272,False,1,0.04799914360046387
Formal_TCN_24h_causal,1,20260715,31,0.021457118866820567,1.2049654722213745,0.003,0.033370014280080795,True,0,0.04399847984313965
Formal_TCN_24h_causal,1,20260715,32,0.021395661089188004,1.2749123573303223,0.003,0.052015408873558044,False,1,0.04300189018249512
Formal_TCN_24h_causal,1,20260715,33,0.021444589049021297,1.2067339420318604,0.003,0.03212694451212883,False,2,0.042998313903808594
Formal_TCN_24h_causal,1,20260715,34,0.021339359924109014,1.226823091506958,0.003,0.03269237279891968,False,3,0.04200625419616699
Formal_TCN_24h_causal,1,20260715,35,0.021005008035615152,1.209876537322998,0.003,0.02440156228840351,False,4,0.043001651763916016
Formal_TCN_24h_causal,1,20260715,36,0.020949581902199792,1.232037901878357,0.003,0.027109207585453987,False,5,0.04199075698852539
Formal_TCN_24h_causal,1,20260715,37,0.020707313888761108,1.181264042854309,0.003,0.04471101611852646,True,0,0.042003631591796875
Formal_TCN_24h_causal,1,20260715,38,0.02083417818102168,1.1985081434249878,0.003,0.03611069172620773,False,1,0.0400090217590332
Formal_TCN_24h_causal,1,20260715,39,0.02073810215363423,1.2043243646621704,0.003,0.01723330095410347,False,2,0.04298806190490723
Formal_TCN_24h_causal,1,20260715,40,0.02073055518117812,1.2125589847564697,0.003,0.023500507697463036,False,3,0.038999080657958984
Formal_TCN_24h_causal,1,20260715,41,0.02044712947743209,1.1521633863449097,0.003,0.023609977215528488,True,0,0.040000200271606445
Formal_TCN_24h_causal,1,20260715,42,0.020314792675443796,1.1949808597564697,0.003,0.04122328385710716,False,1,0.03999733924865723
Formal_TCN_24h_causal,1,20260715,43,0.02035526070225834,1.1618847846984863,0.003,0.0375131294131279,False,2,0.040000200271606445
Formal_TCN_24h_causal,1,20260715,44,0.02016492485146608,1.1966516971588135,0.003,0.030854877084493637,False,3,0.0410001277923584
Formal_TCN_24h_causal,1,20260715,45,0.020216200571775037,1.1447619199752808,0.003,0.02533622272312641,True,0,0.043001413345336914
Formal_TCN_24h_causal,1,20260715,46,0.02008283078740786,1.1896262168884277,0.003,0.02378731220960617,False,1,0.041998863220214844
Formal_TCN_24h_causal,1,20260715,47,0.020084439320589623,1.1460387706756592,0.003,0.02725621499121189,False,2,0.0409998893737793
Formal_TCN_24h_causal,1,20260715,48,0.01977888233564598,1.1393989324569702,0.003,0.02897978015244007,True,0,0.0410006046295166
Formal_TCN_24h_causal,1,20260715,49,0.01950388824849973,1.2124062776565552,0.003,0.025495460256934166,False,1,0.041999101638793945
Formal_TCN_24h_causal,1,20260715,50,0.01984087544493759,1.1112172603607178,0.003,0.026042671874165535,True,0,0.04000210762023926
Formal_TCN_24h_causal,1,20260715,51,0.019580239928608804,1.1874738931655884,0.003,0.030282452702522278,False,1,0.03999781608581543
Formal_TCN_24h_causal,1,20260715,52,0.019543792702104403,1.1134421825408936,0.003,0.03054305911064148,False,2,0.0400080680847168
Formal_TCN_24h_causal,1,20260715,53,0.019231788875730377,1.1567974090576172,0.003,0.040384385734796524,False,3,0.03899216651916504
Formal_TCN_24h_causal,1,20260715,54,0.019517328581969355,1.2101988792419434,0.003,0.05458442121744156,False,4,0.04000043869018555
Formal_TCN_24h_causal,1,20260715,55,0.019380930127422,1.090954065322876,0.003,0.05214730650186539,True,0,0.04000663757324219
Formal_TCN_24h_causal,1,20260715,56,0.01919197350648321,1.177394151687622,0.003,0.06010907515883446,False,1,0.04099273681640625
Formal_TCN_24h_causal,1,20260715,57,0.01910780630844241,1.1696242094039917,0.003,0.03611564263701439,False,2,0.041001319885253906
Formal_TCN_24h_causal,1,20260715,58,0.019318523643290723,1.110848307609558,0.003,0.020253874361515045,False,3,0.039998769760131836
Formal_TCN_24h_causal,1,20260715,59,0.01914277897601252,1.1343148946762085,0.003,0.0333334244787693,False,4,0.040001630783081055
Formal_TCN_24h_causal,1,20260715,60,0.019042258845916035,1.1454213857650757,0.003,0.03376234695315361,False,5,0.03999900817871094
Formal_TCN_24h_causal,1,20260715,61,0.018952551121204846,1.1197618246078491,0.0015,0.07004598528146744,False,6,0.03899979591369629
Formal_TCN_24h_causal,1,20260715,62,0.01905712414821677,1.13425874710083,0.0015,0.04113277047872543,False,7,0.03999948501586914
Formal_TCN_24h_causal,1,20260715,63,0.019267959764360746,1.1435253620147705,0.0015,0.026684995740652084,False,8,0.04000234603881836
Formal_TCN_24h_causal,1,20260715,64,0.01910683701047633,1.095059871673584,0.0015,0.02525336481630802,False,9,0.03999781608581543
Formal_TCN_24h_causal,1,20260715,65,0.01884090633209542,1.127493977546692,0.0015,0.061510808765888214,False,10,0.04000115394592285
Formal_TCN_24h_causal,1,20260715,66,0.019055577086363008,1.1027029752731323,0.0015,0.03244652599096298,False,11,0.039998769760131836
Formal_TCN_24h_causal,1,20260715,67,0.01901328398314537,1.1486891508102417,0.00075,0.027177229523658752,False,12,0.0390009880065918
Formal_TCN_24h_causal,1,20260715,68,0.018846876888274588,1.1241002082824707,0.00075,0.025512149557471275,False,13,0.03999900817871094
Formal_TCN_24h_causal,1,20260715,69,0.01892110477006012,1.106885552406311,0.00075,0.021822193637490273,False,14,0.04000115394592285
Formal_TCN_24h_causal,1,20260715,70,0.018837099808771973,1.1114596128463745,0.00075,0.0215130727738142,False,15,0.03899884223937988
